MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-11-15 21:30,1,3,2019-11-16 21:30,0,100.00 ,2019-11-17 21:30,1,100.00 
2019-11-15 22:30,1,2,2019-11-16 22:30,1,100.00 ,2019-11-17 22:30,0,98.97 
2019-11-15 22:30,1,3,2019-11-16 22:30,0,100.00 ,2019-11-17 22:30,1,100.00 
2019-11-15 23:00,2,1,2019-11-16 23:00,1,100.00 ,2019-11-17 23:00,0,99.47 
2019-11-15 23:00,1,2,2019-11-16 23:00,1,100.00 ,2019-11-17 23:00,0,98.98 
2019-11-15 23:00,2,2,2019-11-16 23:00,0,100.00 ,2019-11-17 23:00,0,100.00 
2019-11-15 23:00,1,3,2019-11-16 23:00,0,100.00 ,2019-11-17 23:00,1,100.00 
2019-11-15 23:30,2,1,2019-11-16 23:30,1,99.36 ,2019-11-17 23:30,0,99.54 
2019-11-15 23:30,1,2,2019-11-16 23:30,1,100.00 ,2019-11-17 23:30,0,98.97 
2019-11-15 23:30,2,2,2019-11-16 23:30,0,100.00 ,2019-11-17 23:30,0,100.00 
2019-11-15 23:30,1,3,2019-11-16 23:30,0,100.00 ,2019-11-17 23:30,1,100.00 
2019-11-16 0:00,2,1,2019-11-17 0:00,1,100.00 ,2019-11-18 0:00,0,99.51 
2019-11-16 0:00,2,2,2019-11-17 0:00,0,100.00 ,2019-11-18 0:00,0,100.00 
2019-11-16 0:30,2,1,2019-11-17 0:30,1,99.50 ,2019-11-18 0:30,0,99.55 
2019-11-16 0:30,2,2,2019-11-17 0:30,0,100.00 ,2019-11-18 0:30,0,100.00 
2019-11-16 1:00,2,1,2019-11-17 1:00,1,100.00 ,2019-11-18 1:00,0,99.52 
2019-11-16 1:00,2,2,2019-11-17 1:00,0,100.00 ,2019-11-18 1:00,0,100.00 
2019-11-16 1:00,1,3,2019-11-17 1:00,0,100.00 ,2019-11-18 1:00,1,100.00 
2019-11-16 1:30,2,1,2019-11-17 1:30,1,99.58 ,2019-11-18 1:30,0,99.55 
2019-11-16 1:30,1,2,2019-11-17 1:30,1,100.00 ,2019-11-18 1:30,0,98.97 
2019-11-16 1:30,2,2,2019-11-17 1:30,0,100.00 ,2019-11-18 1:30,0,100.00 
2019-11-16 2:00,2,1,2019-11-17 2:00,1,99.21 ,2019-11-18 2:00,0,99.57 
2019-11-16 2:00,2,2,2019-11-17 2:00,0,100.00 ,2019-11-18 2:00,0,100.00 
2019-11-16 2:00,1,3,2019-11-17 2:00,0,100.00 ,2019-11-18 2:00,1,100.00 
2019-11-16 2:30,1,2,2019-11-17 2:30,1,100.00 ,2019-11-18 2:30,0,98.96 
2019-11-16 2:30,1,3,2019-11-17 2:30,0,100.00 ,2019-11-18 2:30,1,100.00 
2019-11-16 3:30,1,3,2019-11-17 3:30,0,100.00 ,2019-11-18 3:30,1,100.00 
2019-11-16 3:30,2,2,2019-11-17 3:30,0,100.00 ,2019-11-18 3:30,0,100.00 
2019-11-16 4:00,1,2,2019-11-17 4:00,1,100.00 ,2019-11-18 4:00,0,98.99 
2019-11-16 11:30,1,3,2019-11-17 11:30,0,100.00 ,2019-11-18 11:30,1,100.00 
2019-11-16 14:00,1,2,2019-11-17 14:00,1,100.00 ,2019-11-18 14:00,0,98.97 
2019-11-16 19:30,1,3,2019-11-17 19:30,0,100.00 ,2019-11-18 19:30,1,100.00 
2019-11-16 20:00,1,2,2019-11-17 20:00,1,100.00 ,2019-11-18 20:00,0,98.99 
2019-11-16 21:30,1,2,2019-11-17 21:30,1,100.00 ,2019-11-18 21:30,0,98.97 
2019-11-16 22:00,1,2,2019-11-17 22:00,1,100.00 ,2019-11-18 22:00,0,98.99 
2019-11-16 22:00,1,3,2019-11-17 22:00,0,100.00 ,2019-11-18 22:00,1,100.00 
2019-11-16 22:30,1,2,2019-11-17 22:30,1,100.00 ,2019-11-18 22:30,0,99.01 
2019-11-16 22:30,1,3,2019-11-17 22:30,0,100.00 ,2019-11-18 22:30,1,100.00 
2019-11-16 23:00,2,1,2019-11-17 23:00,1,100.00 ,2019-11-18 23:00,0,99.60 
2019-11-16 23:00,2,2,2019-11-17 23:00,0,100.00 ,2019-11-18 23:00,0,100.00 
2019-11-16 23:30,2,1,2019-11-17 23:30,1,100.00 ,2019-11-18 23:30,0,99.61 
2019-11-16 23:30,1,2,2019-11-17 23:30,1,100.00 ,2019-11-18 23:30,0,98.99 
2019-11-16 23:30,2,2,2019-11-17 23:30,0,100.00 ,2019-11-18 23:30,0,100.00 
2019-11-16 23:30,1,3,2019-11-17 23:30,0,100.00 ,2019-11-18 23:30,1,100.00 
2019-11-17 0:00,2,1,2019-11-18 0:00,1,100.00 ,2019-11-19 0:00,0,99.59 
2019-11-17 0:00,1,2,2019-11-18 0:00,1,100.00 ,2019-11-19 0:00,0,99.00 
2019-11-17 0:00,2,2,2019-11-18 0:00,0,100.00 ,2019-11-19 0:00,0,100.00 
2019-11-17 0:00,1,3,2019-11-18 0:00,0,100.00 ,2019-11-19 0:00,1,100.00 
2019-11-17 0:30,2,1,2019-11-18 0:30,1,100.00 ,2019-11-19 0:30,0,99.62 
2019-11-17 0:30,1,2,2019-11-18 0:30,1,100.00 ,2019-11-19 0:30,0,98.99 
2019-11-17 0:30,2,2,2019-11-18 0:30,0,100.00 ,2019-11-19 0:30,0,100.00 
2019-11-17 0:30,1,3,2019-11-18 0:30,0,100.00 ,2019-11-19 0:30,1,100.00 
2019-11-17 1:00,2,1,2019-11-18 1:00,1,99.68 ,2019-11-19 1:00,0,99.64 
2019-11-17 1:00,1,2,2019-11-18 1:00,1,100.00 ,2019-11-19 1:00,0,98.99 
2019-11-17 1:00,2,2,2019-11-18 1:00,0,100.00 ,2019-11-19 1:00,0,100.00 
2019-11-17 1:00,1,3,2019-11-18 1:00,0,100.00 ,2019-11-19 1:00,1,100.00 
2019-11-17 1:30,2,1,2019-11-18 1:30,1,98.90 ,2019-11-19 1:30,0,99.65 
2019-11-17 1:30,1,2,2019-11-18 1:30,1,100.00 ,2019-11-19 1:30,0,98.99 
2019-11-17 1:30,2,2,2019-11-18 1:30,0,100.00 ,2019-11-19 1:30,0,100.00 
2019-11-17 1:30,1,3,2019-11-18 1:30,0,100.00 ,2019-11-19 1:30,1,100.00 
2019-11-17 2:00,2,1,2019-11-18 2:00,1,100.00 ,2019-11-19 2:00,0,99.63 
2019-11-17 2:00,1,2,2019-11-18 2:00,1,100.00 ,2019-11-19 2:00,0,98.99 
2019-11-17 2:00,2,2,2019-11-18 2:00,0,100.00 ,2019-11-19 2:00,0,100.00 
2019-11-17 2:00,1,3,2019-11-18 2:00,0,100.00 ,2019-11-19 2:00,1,100.00 
2019-11-17 2:30,1,3,2019-11-18 2:30,0,100.00 ,2019-11-19 2:30,1,100.00 
2019-11-17 2:30,2,1,2019-11-18 2:30,1,99.44 ,2019-11-19 2:30,0,99.65 
2019-11-17 3:00,1,2,2019-11-18 3:00,1,100.00 ,2019-11-19 3:00,0,98.98 
2019-11-17 3:00,1,3,2019-11-18 3:00,0,100.00 ,2019-11-19 3:00,1,100.00 
2019-11-17 3:30,1,2,2019-11-18 3:30,1,100.00 ,2019-11-19 3:30,0,98.98 
2019-11-17 3:30,1,3,2019-11-18 3:30,0,100.00 ,2019-11-19 3:30,1,100.00 
2019-11-17 4:00,1,2,2019-11-18 4:00,1,100.00 ,2019-11-19 4:00,0,98.99 
2019-11-17 4:30,1,3,2019-11-18 4:30,0,100.00 ,2019-11-19 4:30,1,100.00 
2019-11-17 9:00,2,2,2019-11-18 9:00,0,100.00 ,2019-11-19 9:00,0,100.00 
2019-11-17 20:00,2,2,2019-11-18 20:00,0,100.00 ,2019-11-19 20:00,0,100.00 
2019-11-17 20:30,1,3,2019-11-18 20:30,0,100.00 ,2019-11-19 20:30,1,100.00 
2019-11-17 20:30,2,1,2019-11-18 20:30,0,55.71 ,2019-11-19 20:30,0,99.54 
2019-11-17 22:30,1,3,2019-11-18 22:30,0,100.00 ,2019-11-19 22:30,1,100.00 
2019-11-18 2:00,2,2,2019-11-19 2:00,0,100.00 ,2019-11-20 2:00,0,100.00 
2019-11-18 4:00,2,2,2019-11-19 4:00,0,100.00 ,2019-11-20 4:00,0,100.00 
2019-11-18 10:00,2,1,2019-11-19 10:00,1,100.00 ,2019-11-20 10:00,0,99.53 
2019-11-18 11:00,1,3,2019-11-19 11:00,0,100.00 ,2019-11-20 11:00,1,100.00 
2019-11-18 11:30,1,2,2019-11-19 11:30,1,98.12 ,2019-11-20 11:30,0,99.08 
2019-11-18 14:30,2,2,2019-11-19 14:30,0,100.00 ,2019-11-20 14:30,0,94.42 
2019-11-18 18:00,1,3,2019-11-19 18:00,0,100.00 ,2019-11-20 18:00,1,100.00 
2019-11-18 22:00,1,3,2019-11-19 22:00,0,100.00 ,2019-11-20 22:00,1,100.00 
2019-11-19 2:00,1,3,2019-11-20 2:00,0,100.00 ,2019-11-21 2:00,1,100.00 
2019-11-19 3:30,2,1,2019-11-20 3:30,1,100.00 ,2019-11-21 3:30,0,99.59 
2019-11-19 3:30,1,3,2019-11-20 3:30,0,100.00 ,2019-11-21 3:30,1,100.00 
2019-11-19 21:30,2,1,2019-11-20 21:30,1,100.00 ,2019-11-21 21:30,0,99.61 
2019-11-19 22:00,1,2,2019-11-20 22:00,1,99.52 ,2019-11-21 22:00,0,99.08 
2019-11-20 3:00,1,2,2019-11-21 3:00,1,99.29 ,2019-11-22 3:00,0,99.12 
2019-11-20 7:00,2,1,2019-11-21 7:00,1,99.27 ,2019-11-22 7:00,0,99.66 
2019-11-20 8:30,1,3,2019-11-21 8:30,0,100.00 ,2019-11-22 8:30,1,100.00 
2019-11-20 9:00,2,1,2019-11-21 9:00,0,99.88 ,2019-11-22 9:00,0,99.60 
2019-11-20 20:00,1,3,2019-11-21 20:00,0,100.00 ,2019-11-22 20:00,1,100.00 
2019-11-20 23:30,1,2,2019-11-21 23:30,1,98.94 ,2019-11-22 23:30,0,99.10 
2019-11-21 0:00,2,1,2019-11-22 0:00,1,100.00 ,2019-11-23 0:00,0,99.63 
2019-11-21 5:00,2,1,2019-11-22 5:00,1,100.00 ,2019-11-23 5:00,0,99.64 
2019-11-21 7:30,1,3,2019-11-22 7:30,0,100.00 ,2019-11-23 7:30,1,100.00 
2019-11-21 10:00,2,1,2019-11-22 10:00,1,92.37 ,2019-11-23 10:00,0,99.51 
2019-11-21 16:00,1,2,2019-11-22 16:00,1,86.70 ,2019-11-23 16:00,0,99.08 
2019-11-21 17:00,1,3,2019-11-22 17:00,0,100.00 ,2019-11-23 17:00,1,100.00 
2019-11-21 18:00,2,2,2019-11-22 18:00,0,94.02 ,2019-11-23 18:00,0,97.87 
2019-11-21 20:30,1,3,2019-11-22 20:30,0,100.00 ,2019-11-23 20:30,1,100.00 
2019-11-21 20:30,1,2,2019-11-22 20:30,1,98.42 ,2019-11-23 20:30,0,99.11 
2019-11-22 3:30,1,3,2019-11-23 3:30,0,100.00 ,2019-11-24 3:30,1,100.00 
2019-11-22 5:30,2,1,2019-11-23 5:30,1,100.00 ,2019-11-24 5:30,0,99.46 
2019-11-22 7:00,2,1,2019-11-23 7:00,1,100.00 ,2019-11-24 7:00,0,99.51 
2019-11-22 14:00,2,2,2019-11-23 14:00,1,100.00 ,2019-11-24 14:00,0,94.72 
2019-11-22 14:30,1,2,2019-11-23 14:30,1,60.45 ,2019-11-24 14:30,0,99.04 
2019-11-22 14:30,2,2,2019-11-23 14:30,1,100.00 ,2019-11-24 14:30,0,79.60 
2019-11-22 15:00,2,1,2019-11-23 15:00,1,58.86 ,2019-11-24 15:00,0,99.24 
2019-11-22 15:00,1,2,2019-11-23 15:00,1,57.99 ,2019-11-24 15:00,0,99.03 
2019-11-22 15:00,2,2,2019-11-23 15:00,1,100.00 ,2019-11-24 15:00,0,77.83 
2019-11-22 15:30,2,1,2019-11-23 15:30,0,71.23 ,2019-11-24 15:30,0,99.28 
2019-11-22 15:30,1,2,2019-11-23 15:30,1,66.77 ,2019-11-24 15:30,0,99.03 
2019-11-22 15:30,2,2,2019-11-23 15:30,1,100.00 ,2019-11-24 15:30,0,92.09 
2019-11-22 16:00,2,1,2019-11-23 16:00,1,72.13 ,2019-11-24 16:00,0,99.26 
2019-11-22 16:00,1,2,2019-11-23 16:00,1,64.77 ,2019-11-24 16:00,0,99.03 
2019-11-22 16:00,2,2,2019-11-23 16:00,1,100.00 ,2019-11-24 16:00,0,91.80 
2019-11-22 16:00,1,3,2019-11-23 16:00,0,100.00 ,2019-11-24 16:00,1,100.00 
2019-11-22 16:30,1,2,2019-11-23 16:30,1,78.41 ,2019-11-24 16:30,0,99.04 
2019-11-22 16:30,2,2,2019-11-23 16:30,1,100.00 ,2019-11-24 16:30,0,72.77 
2019-11-22 17:00,1,2,2019-11-23 17:00,1,84.37 ,2019-11-24 17:00,0,99.03 
2019-11-22 17:00,1,3,2019-11-23 17:00,0,100.00 ,2019-11-24 17:00,1,100.00 
2019-11-22 18:30,2,1,2019-11-23 18:30,1,100.00 ,2019-11-24 18:30,0,99.33 
2019-11-22 21:00,1,2,2019-11-23 21:00,1,98.78 ,2019-11-24 21:00,0,99.03 
2019-11-23 0:30,2,2,2019-11-24 0:30,0,100.00 ,2019-11-25 0:30,0,100.00 
2019-11-23 4:30,2,1,2019-11-24 4:30,1,99.26 ,2019-11-25 4:30,0,99.49 
2019-11-23 5:30,2,1,2019-11-24 5:30,1,100.00 ,2019-11-25 5:30,0,99.48 
2019-11-23 10:00,2,1,2019-11-24 10:00,0,99.99 ,2019-11-25 10:00,0,99.44 
2019-11-23 14:00,2,2,2019-11-24 14:00,1,100.00 ,2019-11-25 14:00,0,99.90 
2019-11-23 14:30,1,2,2019-11-24 14:30,1,66.33 ,2019-11-25 14:30,0,98.96 
2019-11-23 14:30,2,2,2019-11-24 14:30,1,100.00 ,2019-11-25 14:30,0,99.88 
2019-11-23 15:00,2,1,2019-11-24 15:00,0,85.72 ,2019-11-25 15:00,0,99.27 
2019-11-23 15:00,1,2,2019-11-24 15:00,1,91.50 ,2019-11-25 15:00,0,98.97 
2019-11-23 15:00,2,2,2019-11-24 15:00,1,100.00 ,2019-11-25 15:00,0,99.32 
2019-11-23 15:30,2,1,2019-11-24 15:30,0,95.92 ,2019-11-25 15:30,0,99.31 
2019-11-23 15:30,1,2,2019-11-24 15:30,1,85.31 ,2019-11-25 15:30,0,98.96 
2019-11-23 15:30,2,2,2019-11-24 15:30,1,100.00 ,2019-11-25 15:30,0,99.78 
2019-11-23 16:00,2,1,2019-11-24 16:00,0,99.24 ,2019-11-25 16:00,0,99.42 
2019-11-23 16:00,1,2,2019-11-24 16:00,1,96.35 ,2019-11-25 16:00,0,98.98 
2019-11-23 16:00,2,2,2019-11-24 16:00,0,87.43 ,2019-11-25 16:00,0,99.94 
2019-11-23 16:00,1,3,2019-11-24 16:00,0,100.00 ,2019-11-25 16:00,1,100.00 
2019-11-23 16:30,1,2,2019-11-24 16:30,1,98.60 ,2019-11-25 16:30,0,98.98 
2019-11-23 16:30,2,2,2019-11-24 16:30,0,99.97 ,2019-11-25 16:30,0,99.89 
2019-11-23 17:00,1,2,2019-11-24 17:00,1,99.28 ,2019-11-25 17:00,0,98.99 
2019-11-23 23:00,1,3,2019-11-24 23:00,0,100.00 ,2019-11-25 23:00,1,100.00 
2019-11-24 3:00,1,3,2019-11-25 3:00,0,100.00 ,2019-11-26 3:00,1,100.00 
2019-11-24 15:00,2,2,2019-11-25 15:00,0,100.00 ,2019-11-26 15:00,0,100.00 
2019-11-24 17:00,1,2,2019-11-25 17:00,1,100.00 ,2019-11-26 17:00,0,98.95 
2019-11-24 17:30,2,2,2019-11-25 17:30,0,100.00 ,2019-11-26 17:30,0,100.00 
2019-11-24 19:00,2,2,2019-11-25 19:00,0,100.00 ,2019-11-26 19:00,0,99.99 
2019-11-25 1:00,1,3,2019-11-26 1:00,0,100.00 ,2019-11-27 1:00,1,100.00 
2019-11-25 1:30,2,1,2019-11-26 1:30,1,99.74 ,2019-11-27 1:30,0,99.64 
2019-11-25 2:00,1,3,2019-11-26 2:00,0,100.00 ,2019-11-27 2:00,1,100.00 
2019-11-25 3:00,2,2,2019-11-26 3:00,0,100.00 ,2019-11-27 3:00,0,99.91 
2019-11-25 3:00,1,3,2019-11-26 3:00,0,100.00 ,2019-11-27 3:00,1,100.00 
2019-11-25 15:30,1,3,2019-11-26 15:30,0,100.00 ,2019-11-27 15:30,1,100.00 
2019-11-26 0:00,1,2,2019-11-27 0:00,1,94.98 ,2019-11-28 0:00,0,99.06 
2019-11-26 5:00,1,3,2019-11-27 5:00,0,100.00 ,2019-11-28 5:00,1,100.00 
2019-11-26 8:00,1,3,2019-11-27 8:00,0,100.00 ,2019-11-28 8:00,1,100.00 
2019-11-26 8:30,2,2,2019-11-27 8:30,0,100.00 ,2019-11-28 8:30,0,100.00 
2019-11-26 12:30,2,2,2019-11-27 12:30,0,100.00 ,2019-11-28 12:30,0,100.00 
2019-11-26 15:30,1,3,2019-11-27 15:30,0,100.00 ,2019-11-28 15:30,1,100.00 
2019-11-26 17:30,1,2,2019-11-27 17:30,1,99.42 ,2019-11-28 17:30,0,99.00 
2019-11-26 18:00,2,2,2019-11-27 18:00,0,100.00 ,2019-11-28 18:00,0,100.00 
2019-11-26 23:00,1,3,2019-11-27 23:00,0,100.00 ,2019-11-28 23:00,1,100.00 
2019-11-26 23:00,1,2,2019-11-27 23:00,1,99.28 ,2019-11-28 23:00,0,99.01 
2019-11-27 1:30,2,2,2019-11-28 1:30,0,100.00 ,2019-11-29 1:30,0,99.98 
2019-11-27 2:00,1,3,2019-11-28 2:00,0,100.00 ,2019-11-29 2:00,1,100.00 
2019-11-27 3:00,1,3,2019-11-28 3:00,0,100.00 ,2019-11-29 3:00,1,100.00 
2019-11-27 6:00,2,1,2019-11-28 6:00,1,100.00 ,2019-11-29 6:00,0,99.47 
2019-11-27 10:00,1,2,2019-11-28 10:00,0,53.58 ,2019-11-29 10:00,0,99.06 
2019-11-27 10:30,1,2,2019-11-28 10:30,1,97.86 ,2019-11-29 10:30,0,99.08 
2019-11-27 12:30,1,3,2019-11-28 12:30,0,100.00 ,2019-11-29 12:30,1,100.00 
2019-11-27 12:30,1,2,2019-11-28 12:30,1,99.52 ,2019-11-29 12:30,0,99.10 
2019-11-27 19:30,2,2,2019-11-28 19:30,0,100.00 ,2019-11-29 19:30,0,99.70 
2019-11-27 20:00,2,2,2019-11-28 20:00,0,100.00 ,2019-11-29 20:00,0,99.83 
2019-11-28 4:30,1,3,2019-11-29 4:30,0,100.00 ,2019-11-30 4:30,1,100.00 
2019-11-28 21:30,2,2,2019-11-29 21:30,0,100.00 ,2019-11-30 21:30,0,99.98 
2019-11-29 4:00,1,2,2019-11-30 4:00,1,97.49 ,2019-12-01 4:00,0,99.10 
2019-11-29 6:30,1,2,2019-11-30 6:30,1,99.49 ,2019-12-01 6:30,0,99.11 
2019-11-29 11:00,2,2,2019-11-30 11:00,0,99.94 ,2019-12-01 11:00,0,99.92 
2019-11-29 13:00,1,2,2019-11-30 13:00,1,99.21 ,2019-12-01 13:00,0,99.12 
2019-11-29 17:30,1,3,2019-11-30 17:30,0,100.00 ,2019-12-01 17:30,1,100.00 
2019-11-29 18:30,1,2,2019-11-30 18:30,1,99.72 ,2019-12-01 18:30,0,99.13 
2019-11-29 19:00,1,2,2019-11-30 19:00,1,98.17 ,2019-12-01 19:00,0,99.11 
2019-11-30 0:00,1,2,2019-12-01 0:00,1,100.00 ,2019-12-02 0:00,0,99.12 
2019-11-30 6:00,1,2,2019-12-01 6:00,1,99.71 ,2019-12-02 6:00,0,99.07 
2019-11-30 7:00,2,3,2019-12-01 7:00,1,100.00 ,2019-12-02 7:00,0,99.94 
2019-11-30 8:00,1,3,2019-12-01 8:00,0,100.00 ,2019-12-02 8:00,1,100.00 
2019-11-30 14:30,2,2,2019-12-01 14:30,0,99.92 ,2019-12-02 14:30,0,96.91 
2019-11-30 18:30,1,3,2019-12-01 18:30,0,100.00 ,2019-12-02 18:30,1,100.00 
2019-11-30 21:00,2,3,2019-12-01 21:00,1,100.00 ,2019-12-02 21:00,0,100.00 
2019-12-01 0:00,2,3,2019-12-02 0:00,1,97.51 ,2019-12-03 0:00,0,99.99 
2019-12-01 2:30,2,3,2019-12-02 2:30,1,100.00 ,2019-12-03 2:30,0,100.00 
2019-12-01 9:30,1,3,2019-12-02 9:30,0,100.00 ,2019-12-03 9:30,1,100.00 
2019-12-01 15:30,2,3,2019-12-02 15:30,0,69.78 ,2019-12-03 15:30,0,100.00 
2019-12-02 0:00,2,2,2019-12-03 0:00,0,100.00 ,2019-12-04 0:00,0,99.96 
2019-12-02 6:00,2,3,2019-12-03 6:00,0,99.88 ,2019-12-04 6:00,0,99.87 
2019-12-02 8:00,1,2,2019-12-03 8:00,1,99.02 ,2019-12-04 8:00,0,99.08 
2019-12-02 9:00,2,3,2019-12-03 9:00,0,100.00 ,2019-12-04 9:00,0,98.38 
2019-12-02 10:30,1,2,2019-12-03 10:30,0,80.20 ,2019-12-04 10:30,0,99.07 
2019-12-02 21:30,2,3,2019-12-03 21:30,0,100.00 ,2019-12-04 21:30,0,98.43 
2019-12-03 2:00,2,2,2019-12-04 2:00,0,100.00 ,2019-12-05 2:00,0,100.00 
2019-12-03 2:30,2,3,2019-12-04 2:30,0,99.37 ,2019-12-05 2:30,0,99.47 
2019-12-03 3:30,2,2,2019-12-04 3:30,0,100.00 ,2019-12-05 3:30,0,100.00 
2019-12-03 12:30,1,3,2019-12-04 12:30,0,100.00 ,2019-12-05 12:30,1,100.00 
2019-12-03 22:00,1,2,2019-12-04 22:00,1,100.00 ,2019-12-05 22:00,0,99.00 
2019-12-04 11:00,1,3,2019-12-05 11:00,0,100.00 ,2019-12-06 11:00,1,100.00 
2019-12-04 11:00,2,2,2019-12-05 11:00,1,95.68 ,2019-12-06 11:00,0,99.99 
2019-12-04 13:30,1,3,2019-12-05 13:30,0,100.00 ,2019-12-06 13:30,1,100.00 
2019-12-04 16:00,1,2,2019-12-05 16:00,1,97.47 ,2019-12-06 16:00,0,99.06 
2019-12-04 19:30,1,3,2019-12-05 19:30,0,100.00 ,2019-12-06 19:30,1,100.00 
2019-12-05 1:00,2,3,2019-12-06 1:00,0,83.14 ,2019-12-07 1:00,0,99.90 
2019-12-05 3:00,2,3,2019-12-06 3:00,0,99.82 ,2019-12-07 3:00,0,99.43 
2019-12-05 6:00,2,3,2019-12-06 6:00,0,100.00 ,2019-12-07 6:00,0,95.57 
2019-12-05 18:30,1,3,2019-12-06 18:30,0,100.00 ,2019-12-07 18:30,1,100.00 
2019-12-06 0:30,2,2,2019-12-07 0:30,0,100.00 ,2019-12-08 0:30,0,98.89 
2019-12-06 4:30,1,2,2019-12-07 4:30,1,99.13 ,2019-12-08 4:30,0,99.17 
2019-12-06 5:30,2,3,2019-12-07 5:30,0,100.00 ,2019-12-08 5:30,0,88.89 
2019-12-06 6:00,2,2,2019-12-07 6:00,0,100.00 ,2019-12-08 6:00,0,99.73 
2019-12-06 12:30,2,3,2019-12-07 12:30,0,100.00 ,2019-12-08 12:30,0,99.69 
2019-12-06 19:30,1,3,2019-12-07 19:30,0,100.00 ,2019-12-08 19:30,1,100.00 
2019-12-06 21:30,1,2,2019-12-07 21:30,1,97.89 ,2019-12-08 21:30,0,99.12 
2019-12-07 7:30,2,2,2019-12-08 7:30,0,100.00 ,2019-12-09 7:30,0,100.00 
2019-12-07 9:00,2,2,2019-12-08 9:00,0,100.00 ,2019-12-09 9:00,0,99.99 
2019-12-07 13:00,2,3,2019-12-08 13:00,1,100.00 ,2019-12-09 13:00,0,100.00 
2019-12-07 13:30,2,3,2019-12-08 13:30,1,76.15 ,2019-12-09 13:30,0,100.00 
2019-12-07 23:00,1,3,2019-12-08 23:00,0,100.00 ,2019-12-09 23:00,1,100.00 
2019-12-08 0:00,1,3,2019-12-09 0:00,0,100.00 ,2019-12-10 0:00,1,100.00 
2019-12-08 4:00,1,2,2019-12-09 4:00,1,100.00 ,2019-12-10 4:00,0,99.05 
2019-12-08 4:30,2,3,2019-12-09 4:30,1,100.00 ,2019-12-10 4:30,0,99.99 
2019-12-08 4:30,1,3,2019-12-09 4:30,0,100.00 ,2019-12-10 4:30,1,100.00 
2019-12-08 7:00,1,2,2019-12-09 7:00,1,100.00 ,2019-12-10 7:00,0,99.06 
2019-12-08 7:00,2,2,2019-12-09 7:00,0,100.00 ,2019-12-10 7:00,0,100.00 
2019-12-08 7:00,1,3,2019-12-09 7:00,0,100.00 ,2019-12-10 7:00,1,100.00 
2019-12-08 8:00,1,2,2019-12-09 8:00,1,100.00 ,2019-12-10 8:00,0,99.04 
2019-12-08 8:00,2,2,2019-12-09 8:00,0,100.00 ,2019-12-10 8:00,0,100.00 
2019-12-08 8:00,1,3,2019-12-09 8:00,0,100.00 ,2019-12-10 8:00,1,100.00 
2019-12-08 8:30,1,2,2019-12-09 8:30,1,98.90 ,2019-12-10 8:30,0,99.02 
2019-12-08 9:30,1,2,2019-12-09 9:30,1,84.21 ,2019-12-10 9:30,0,98.99 
2019-12-08 9:30,2,2,2019-12-09 9:30,0,100.00 ,2019-12-10 9:30,0,100.00 
2019-12-08 9:30,1,3,2019-12-09 9:30,0,100.00 ,2019-12-10 9:30,1,100.00 
2019-12-08 10:00,1,2,2019-12-09 10:00,1,53.52 ,2019-12-10 10:00,0,98.98 
2019-12-08 10:30,1,3,2019-12-09 10:30,0,100.00 ,2019-12-10 10:30,1,100.00 
2019-12-08 11:00,2,2,2019-12-09 11:00,0,100.00 ,2019-12-10 11:00,0,100.00 
2019-12-08 12:00,1,3,2019-12-09 12:00,0,100.00 ,2019-12-10 12:00,1,100.00 
2019-12-08 12:30,1,2,2019-12-09 12:30,1,99.22 ,2019-12-10 12:30,0,99.03 
2019-12-08 12:30,2,2,2019-12-09 12:30,1,77.86 ,2019-12-10 12:30,0,99.97 
2019-12-08 12:30,1,3,2019-12-09 12:30,0,100.00 ,2019-12-10 12:30,1,100.00 
2019-12-08 13:00,1,2,2019-12-09 13:00,1,98.98 ,2019-12-10 13:00,0,99.03 
2019-12-08 13:00,2,2,2019-12-09 13:00,0,100.00 ,2019-12-10 13:00,0,99.96 
2019-12-08 13:00,1,3,2019-12-09 13:00,0,100.00 ,2019-12-10 13:00,1,100.00 
2019-12-08 13:30,2,2,2019-12-09 13:30,0,100.00 ,2019-12-10 13:30,0,99.84 
2019-12-08 13:30,1,3,2019-12-09 13:30,0,100.00 ,2019-12-10 13:30,1,100.00 
2019-12-08 14:00,1,2,2019-12-09 14:00,1,99.59 ,2019-12-10 14:00,0,99.05 
2019-12-08 16:00,2,2,2019-12-09 16:00,0,100.00 ,2019-12-10 16:00,0,99.53 
2019-12-08 16:00,2,3,2019-12-09 16:00,1,100.00 ,2019-12-10 16:00,0,100.00 
2019-12-09 0:00,1,2,2019-12-10 0:00,1,100.00 ,2019-12-11 0:00,0,99.02 
2019-12-09 1:30,2,3,2019-12-10 1:30,0,96.16 ,2019-12-11 1:30,0,99.95 
2019-12-09 3:30,2,3,2019-12-10 3:30,1,59.59 ,2019-12-11 3:30,0,99.98 
2019-12-09 4:30,2,2,2019-12-10 4:30,0,100.00 ,2019-12-11 4:30,0,100.00 
2019-12-09 5:30,2,2,2019-12-10 5:30,0,100.00 ,2019-12-11 5:30,0,100.00 
2019-12-09 5:30,2,3,2019-12-10 5:30,0,62.76 ,2019-12-11 5:30,0,99.98 
2019-12-09 6:30,1,2,2019-12-10 6:30,1,100.00 ,2019-12-11 6:30,0,99.01 
